"신고연도","신고월","신고일","남편주소행정구역시도코드","남편주소행정구역시군구코드","아내주소행정구역시도코드","아내주소행정구역시군구코드","실제결혼연도","실제결혼월","남편직업분류코드","아내직업분류코드","남편교육정도코드","아내교육정도코드","남편결혼종류코드","아내결혼종류코드","남편연령5세단위코드","아내연령5세단위코드"
2024,08,07,11,230,11,240,2024,08,99,99,9,9,1,1,04,04
2024,08,07,11,240,11,040,2024,03,02,03,5,5,1,1,05,05
2024,08,07,11,240,11,050,2024,08,99,99,9,9,1,1,05,05
2024,08,07,11,240,11,210,2024,06,02,03,5,6,1,1,05,04
2024,08,07,11,240,11,230,2024,08,02,02,5,5,1,1,06,05
2024,08,07,11,240,11,240,2018,08,99,03,5,4,1,3,04,04
2024,08,07,11,240,11,240,2020,07,03,03,5,9,1,1,05,05
2024,08,07,11,240,11,240,2021,10,02,02,6,5,1,1,06,05
2024,08,07,11,240,11,240,2023,06,03,03,5,5,1,1,05,05
2024,08,07,11,240,11,240,2024,02,02,02,5,5,1,1,04,04
2024,08,07,11,240,11,240,2024,05,05,02,4,4,1,1,05,04
2024,08,07,11,240,11,240,2024,07,02,03,5,5,1,1,04,05
2024,08,07,11,240,11,240,2024,07,03,02,4,6,1,1,06,06
2024,08,07,11,240,11,240,2024,08,99,99,9,9,1,1,05,06
2024,08,07,11,240,11,240,2024,08,99,99,9,9,3,1,12,11
2024,08,07,11,250,11,050,2024,05,02,02,5,5,1,1,05,04
2024,08,07,11,250,11,200,2022,07,13,13,5,5,1,1,05,04
2024,08,07,11,250,11,250,2021,11,03,13,6,5,1,1,04,05
2024,08,07,11,250,11,250,2024,03,03,03,5,5,1,1,05,05
2024,08,08,11,010,11,010,2024,08,01,13,5,6,1,1,07,05
2024,08,08,11,010,11,010,2024,08,99,99,9,9,1,1,05,05
2024,08,08,11,020,11,020,2024,02,03,02,5,6,1,1,05,05
2024,08,08,11,020,11,020,2024,08,99,99,9,9,1,1,06,05
2024,08,08,11,020,11,020,2024,08,99,99,9,9,1,1,06,06
2024,08,08,11,030,11,030,2024,08,99,99,9,9,1,1,06,04
2024,08,08,11,030,11,030,2024,08,99,99,9,9,3,1,05,04
2024,08,08,11,030,11,140,2024,08,99,99,9,9,1,1,05,05
2024,08,08,11,040,11,040,2024,06,02,03,5,5,1,1,06,06
2024,08,08,11,040,11,240,2024,08,99,99,9,9,1,1,04,04
2024,08,08,11,050,11,050,2022,09,02,02,4,5,1,1,06,06
2024,08,08,11,050,11,050,2024,08,02,02,6,6,1,1,07,07
2024,08,08,11,050,11,050,2024,08,99,99,9,9,1,1,07,05
2024,08,08,11,060,11,040,2024,08,99,99,9,9,1,1,05,04
2024,08,08,11,060,11,060,2024,08,99,99,9,9,1,1,06,06
2024,08,08,11,060,11,230,2024,08,02,03,5,5,1,1,04,04
2024,08,08,11,070,11,070,2024,01,03,02,5,4,1,1,05,05
2024,08,08,11,070,11,070,2024,08,05,02,5,5,1,1,05,05
2024,08,08,11,070,11,070,2024,08,13,13,9,9,3,3,10,10
2024,08,08,11,070,11,080,2024,08,02,05,4,5,1,1,05,06
2024,08,08,11,080,11,080,2024,03,99,99,5,5,1,1,05,05
2024,08,08,11,080,11,080,2024,04,13,13,5,5,1,1,03,03
2024,08,08,11,080,11,080,2024,08,03,03,5,5,1,1,07,06
2024,08,08,11,080,11,080,2024,08,03,05,5,5,1,1,06,06
2024,08,08,11,080,11,080,2024,08,05,05,4,4,1,1,08,08
2024,08,08,11,080,11,080,2024,08,07,03,5,5,1,1,05,05
2024,08,08,11,080,11,080,2024,08,99,99,9,9,1,1,05,05
2024,08,08,11,080,11,090,2024,08,99,99,6,5,1,1,06,04
2024,08,08,11,090,11,080,2024,08,99,99,9,9,1,1,05,05
2024,08,08,11,100,11,090,2024,08,05,05,4,5,1,3,08,07
2024,08,08,11,100,11,100,2022,02,05,03,3,4,1,1,04,04
2024,08,08,11,110,11,110,2010,05,09,99,4,4,3,3,09,08
2024,08,08,11,110,11,110,2024,02,02,03,4,5,1,1,05,05
2024,08,08,11,110,11,110,2024,08,03,03,4,5,1,1,06,06
2024,08,08,11,110,11,110,2024,08,99,99,9,9,3,3,07,07
2024,08,08,11,120,11,030,2022,06,05,13,5,5,1,1,05,04
2024,08,08,11,120,11,040,2024,08,03,03,6,5,1,1,04,05
2024,08,08,11,120,11,120,2024,08,05,02,4,5,1,1,05,05
2024,08,08,11,120,11,120,2024,08,99,99,9,9,1,1,08,07
2024,08,08,11,120,11,130,2024,08,03,03,4,5,1,1,04,05
2024,08,08,11,120,11,200,2024,08,99,99,9,9,1,1,06,06
2024,08,08,11,130,11,120,2024,08,99,99,9,9,1,1,07,07
2024,08,08,11,130,11,130,2023,06,99,99,4,5,1,1,04,03
2024,08,08,11,130,11,130,2024,08,99,99,9,9,1,1,05,05
2024,08,08,11,130,11,180,2024,08,05,05,5,5,1,1,05,05
2024,08,08,11,140,11,110,2021,10,03,03,5,5,1,1,07,07
2024,08,08,11,140,11,140,2024,05,03,03,5,5,1,1,05,05
2024,08,08,11,140,11,140,2024,08,02,05,4,5,1,1,07,05
2024,08,08,11,140,11,140,2024,08,03,03,6,5,1,1,05,04
2024,08,08,11,150,11,150,2024,08,03,03,5,5,1,1,06,04
2024,08,08,11,160,11,130,2024,08,02,02,6,6,1,1,05,05
2024,08,08,11,160,11,160,2024,02,03,03,5,4,1,1,06,04
2024,08,08,11,160,11,160,2024,03,03,05,5,5,1,1,05,05
2024,08,08,11,160,11,160,2024,03,05,03,5,5,1,1,04,04
2024,08,08,11,160,11,160,2024,06,03,03,4,4,3,3,06,05
2024,08,08,11,160,11,160,2024,08,07,05,5,5,1,1,05,05
2024,08,08,11,160,11,160,2024,11,03,05,6,5,1,1,06,05
2024,08,08,11,160,11,240,2024,08,99,99,9,9,1,1,05,06
2024,08,08,11,170,11,170,2021,09,03,13,5,5,1,1,05,05
2024,08,08,11,170,11,170,2024,08,99,99,5,5,1,1,06,05
2024,08,08,11,170,11,170,2024,08,99,99,9,9,3,3,09,08
2024,08,08,11,180,11,050,2024,11,03,03,5,5,1,1,05,05
2024,08,08,11,180,11,180,2024,04,99,99,9,9,1,1,06,06
2024,08,08,11,180,11,180,2024,08,05,02,4,4,1,1,07,06
2024,08,08,11,180,11,180,2024,08,99,99,9,9,1,1,05,05
2024,08,08,11,180,11,180,2024,08,99,99,9,9,3,3,12,12
2024,08,08,11,180,11,210,2024,05,07,03,4,4,3,3,10,09
2024,08,08,11,190,11,190,2022,07,03,03,5,5,1,1,06,04
2024,08,08,11,190,11,190,2023,07,02,02,6,5,1,1,05,04
2024,08,08,11,190,11,190,2023,11,03,03,5,5,1,1,05,05
2024,08,08,11,190,11,190,2023,12,01,05,5,5,1,1,05,06
2024,08,08,11,190,11,190,2023,12,02,13,5,4,1,3,07,07
2024,08,08,11,190,11,190,2024,03,03,02,5,5,1,1,06,05
2024,08,08,11,190,11,190,2024,04,03,03,5,5,1,1,05,05
2024,08,08,11,190,11,190,2024,07,03,02,5,6,1,1,07,05
2024,08,08,11,190,11,190,2024,08,03,05,5,5,1,1,05,06
2024,08,08,11,190,11,190,2024,08,05,13,5,5,1,1,06,05
2024,08,08,11,190,11,190,2024,08,99,99,9,9,1,1,04,04
2024,08,08,11,190,11,210,2024,08,05,99,5,5,1,1,10,09
2024,08,08,11,190,11,240,2024,09,03,05,5,5,1,1,06,05
2024,08,08,11,200,11,080,2024,06,05,13,4,5,1,1,06,04
2024,08,08,11,200,11,150,2024,06,05,05,5,5,1,1,04,04
2024,08,08,11,200,11,200,2022,12,03,13,5,5,1,1,05,05
2024,08,08,11,200,11,200,2024,08,02,02,4,4,3,3,07,06
2024,08,08,11,200,11,200,2024,08,03,03,6,6,1,1,06,06
2024,08,08,11,200,11,200,2024,08,05,05,4,5,1,1,06,06
2024,08,08,11,200,11,200,2024,08,09,13,4,5,1,1,05,05
2024,08,08,11,200,11,220,2024,08,03,02,5,6,1,1,05,06
2024,08,08,11,210,11,160,2024,08,99,99,9,9,1,1,08,06
2024,08,08,11,210,11,210,2023,05,03,02,5,5,1,1,04,04
2024,08,08,11,210,11,210,2024,02,03,03,5,5,1,1,06,05
2024,08,08,11,210,11,210,2024,08,03,03,5,6,1,1,05,06
2024,08,08,11,210,11,210,2024,08,03,05,5,4,1,1,06,05
2024,08,08,11,210,11,210,2024,08,05,13,5,4,1,3,10,11
2024,08,08,11,210,11,210,2024,08,09,13,4,5,1,1,05,05
2024,08,08,11,210,11,210,2024,08,13,13,6,6,1,1,04,04
2024,08,08,11,220,11,120,2024,08,05,02,5,5,1,1,04,04
2024,08,08,11,220,11,150,2024,08,02,03,5,5,1,1,07,06
2024,08,08,11,220,11,220,2017,01,05,05,5,5,3,1,06,04
2024,08,08,11,220,11,220,2024,03,03,02,5,5,1,1,08,06
2024,08,08,11,220,11,220,2024,08,03,02,5,5,1,1,05,05
2024,08,08,11,220,11,220,2024,08,03,03,5,5,1,1,05,05
2024,08,08,11,230,11,110,2024,08,99,99,9,9,3,1,12,09
2024,08,08,11,230,11,230,1993,10,99,99,9,9,3,3,06,06
2024,08,08,11,230,11,230,2022,08,03,03,5,5,1,1,04,04
2024,08,08,11,230,11,230,2023,04,02,01,6,5,1,1,05,05
2024,08,08,11,230,11,230,2023,04,03,03,5,5,1,1,05,05
2024,08,08,11,230,11,230,2023,09,02,03,5,5,1,1,05,04
2024,08,08,11,230,11,230,2024,08,03,01,5,6,1,1,06,06
2024,08,08,11,230,11,230,2024,08,99,99,9,9,1,1,05,06
2024,08,08,11,230,11,230,2024,08,99,99,9,9,1,1,05,06
2024,08,08,11,240,11,150,2024,05,02,02,5,5,1,1,04,05
2024,08,08,11,240,11,210,2023,10,03,03,5,5,1,1,06,05
2024,08,08,11,240,11,210,2024,08,02,03,5,5,1,1,05,05
2024,08,08,11,240,11,240,2024,01,01,03,5,5,1,1,05,05
2024,08,08,11,240,11,240,2024,03,03,03,5,5,1,1,05,05
2024,08,08,11,240,11,240,2024,06,01,05,5,5,1,1,06,06
2024,08,08,11,240,11,240,2024,08,03,03,5,5,1,1,07,06
2024,08,08,11,250,11,050,2024,08,03,02,5,6,1,1,04,04
2024,08,08,11,250,11,140,2024,08,99,99,9,9,1,1,06,06
2024,08,08,11,250,11,250,2020,03,05,03,6,5,3,1,06,05
2024,08,08,11,250,11,250,2024,08,02,02,5,5,1,1,04,05
2024,08,08,11,250,11,250,2024,08,03,03,4,4,1,1,06,06
2024,08,08,11,250,11,250,2024,08,05,13,5,5,3,1,10,08
2024,08,09,11,010,11,080,2024,08,03,03,5,5,1,1,04,04
2024,08,09,11,010,11,240,2024,08,02,13,5,5,1,1,05,05
2024,08,09,11,020,11,020,2024,05,03,03,4,5,1,1,06,04
2024,08,09,11,020,11,020,2024,08,01,03,5,5,1,1,05,05
2024,08,09,11,020,11,020,2024,08,99,99,9,9,1,1,04,04
2024,08,09,11,020,11,050,2024,08,02,03,5,5,1,1,06,05
2024,08,09,11,020,11,210,2024,08,99,99,9,9,1,1,06,06
2024,08,09,11,030,11,030,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,030,11,030,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,030,11,030,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,030,11,030,2024,08,99,99,9,9,1,1,08,05
2024,08,09,11,030,11,090,2024,08,99,99,9,9,1,1,06,06
2024,08,09,11,030,11,200,2024,07,03,03,5,5,1,1,06,05
2024,08,09,11,030,11,200,2024,11,03,03,6,5,1,1,05,05
2024,08,09,11,040,11,040,2021,09,03,03,5,5,1,1,05,04
2024,08,09,11,040,11,040,2024,04,03,03,5,5,1,1,05,05
2024,08,09,11,040,11,040,2024,06,02,03,6,5,1,1,05,04
2024,08,09,11,040,11,040,2024,08,02,02,5,5,1,1,05,05
2024,08,09,11,040,11,040,2024,08,03,02,5,5,1,1,06,06
2024,08,09,11,050,11,050,2023,08,03,02,5,5,1,1,04,04
2024,08,09,11,050,11,240,2024,08,05,05,4,5,1,1,06,06
2024,08,09,11,060,11,060,2024,06,03,03,5,5,1,1,05,05
2024,08,09,11,060,11,060,2024,08,99,99,9,9,1,1,05,04
2024,08,09,11,060,11,190,2024,08,03,03,5,5,1,1,06,05
2024,08,09,11,060,11,250,2023,08,03,03,5,5,1,1,05,04
2024,08,09,11,070,11,020,2024,08,02,13,4,5,1,1,06,04
2024,08,09,11,070,11,070,2022,10,05,03,5,5,1,1,04,04
2024,08,09,11,070,11,070,2024,08,03,03,5,5,1,1,05,05
2024,08,09,11,070,11,070,2024,08,05,05,5,5,1,1,06,06
2024,08,09,11,080,11,080,2024,07,03,03,5,6,1,1,07,06
2024,08,09,11,080,11,080,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,080,11,080,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,080,11,170,2023,11,03,03,5,6,1,1,06,05
2024,08,09,11,090,11,090,2023,04,13,03,5,5,1,1,05,05
2024,08,09,11,090,11,190,2024,08,13,07,5,5,1,1,05,04
2024,08,09,11,100,11,060,2024,04,02,13,4,4,1,1,04,04
2024,08,09,11,100,11,080,2024,08,99,99,9,9,1,1,07,06
2024,08,09,11,100,11,100,2010,06,07,13,4,5,1,1,04,03
2024,08,09,11,100,11,100,2024,06,03,03,5,5,1,1,05,04
2024,08,09,11,100,11,100,2024,08,05,05,5,4,1,1,06,06
2024,08,09,11,100,11,100,2024,08,99,05,5,5,1,1,05,05
2024,08,09,11,100,11,160,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,110,11,070,2023,04,01,05,4,5,1,1,04,04
2024,08,09,11,110,11,110,2021,03,03,02,5,5,1,1,06,05
2024,08,09,11,110,11,110,2022,10,07,03,4,5,1,1,05,04
2024,08,09,11,110,11,110,2024,05,99,03,4,5,3,3,09,08
2024,08,09,11,110,11,110,2024,08,03,13,5,6,1,1,06,06
2024,08,09,11,110,11,200,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,110,11,210,2024,08,05,03,4,4,1,1,05,05
2024,08,09,11,110,11,220,2024,12,03,03,5,5,1,1,06,06
2024,08,09,11,120,11,010,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,120,11,030,2024,08,99,99,9,9,1,1,04,04
2024,08,09,11,120,11,070,2024,08,03,03,6,5,1,1,05,04
2024,08,09,11,120,11,120,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,120,11,120,2024,08,99,99,9,9,1,1,06,06
2024,08,09,11,120,11,120,2024,08,99,99,9,9,1,1,06,06
2024,08,09,11,120,11,120,2024,10,99,03,5,5,1,1,06,05
2024,08,09,11,120,11,160,2023,08,02,02,5,6,1,3,07,09
2024,08,09,11,120,11,200,2024,08,99,99,9,9,1,1,06,06
2024,08,09,11,130,11,130,2023,02,03,03,5,5,1,1,05,04
2024,08,09,11,140,11,010,2024,01,05,99,5,4,1,1,05,05
2024,08,09,11,140,11,130,2021,12,03,03,5,5,1,1,05,04
2024,08,09,11,140,11,140,2022,03,03,03,5,5,1,1,05,04
2024,08,09,11,140,11,140,2022,09,03,02,6,6,1,1,06,06
2024,08,09,11,140,11,140,2024,03,03,03,5,5,1,1,06,05
2024,08,09,11,140,11,140,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,140,11,140,2024,08,99,99,9,9,3,3,12,11
2024,08,09,11,150,11,140,2024,08,03,02,5,6,1,1,05,05
2024,08,09,11,150,11,150,2011,11,03,13,5,5,1,1,07,08
2024,08,09,11,150,11,150,2022,06,03,03,5,5,1,1,04,05
2024,08,09,11,150,11,150,2024,08,05,05,4,5,1,1,06,06
2024,08,09,11,150,11,150,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,160,11,150,2023,10,03,02,5,6,1,1,05,05
2024,08,09,11,160,11,160,2019,09,02,02,5,4,1,1,04,03
2024,08,09,11,160,11,160,2022,01,02,03,6,4,1,1,04,05
2024,08,09,11,160,11,160,2023,03,03,03,5,5,1,1,04,04
2024,08,09,11,160,11,160,2023,10,03,99,5,9,1,1,05,05
2024,08,09,11,160,11,160,2024,04,03,13,5,5,1,1,06,05
2024,08,09,11,160,11,160,2024,08,02,03,5,5,1,1,06,06
2024,08,09,11,160,11,160,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,160,11,160,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,170,11,160,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,170,11,170,2022,10,03,13,5,4,1,1,03,03
2024,08,09,11,170,11,170,2024,06,01,03,5,5,1,1,05,05
2024,08,09,11,170,11,170,2024,08,99,99,9,9,1,1,05,04
2024,08,09,11,170,11,240,2024,06,02,03,5,5,1,1,06,05
2024,08,09,11,180,11,180,2023,07,02,05,5,4,1,1,04,03
2024,08,09,11,180,11,180,2024,07,03,13,5,5,1,1,07,06
2024,08,09,11,180,11,180,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,180,11,180,2024,08,99,99,9,9,3,1,06,06
2024,08,09,11,180,11,210,2024,10,01,01,5,5,1,1,05,05
2024,08,09,11,190,11,150,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,190,11,190,2023,04,03,03,6,6,1,1,04,04
2024,08,09,11,190,11,190,2023,06,03,03,6,5,1,3,07,05
2024,08,09,11,190,11,190,2023,08,03,05,5,6,1,1,05,05
2024,08,09,11,190,11,190,2023,09,03,03,5,5,1,1,05,05
2024,08,09,11,190,11,190,2023,10,03,13,5,5,1,1,06,05
2024,08,09,11,190,11,190,2024,03,03,03,5,5,1,1,05,05
2024,08,09,11,190,11,190,2024,08,01,01,6,5,1,1,06,05
2024,08,09,11,190,11,190,2024,08,03,02,5,5,1,1,05,04
2024,08,09,11,190,11,200,2024,08,99,99,9,9,3,3,11,10
2024,08,09,11,200,11,200,2024,03,03,02,5,5,1,1,06,06
2024,08,09,11,200,11,200,2024,08,03,03,5,6,1,1,07,06
2024,08,09,11,200,11,200,2024,08,03,03,6,5,1,1,06,06
2024,08,09,11,200,11,200,2024,08,05,02,6,5,1,1,06,05
2024,08,09,11,210,11,090,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,210,11,100,2024,08,05,02,5,5,1,1,05,04
2024,08,09,11,210,11,180,2024,08,05,13,5,4,1,2,09,09
2024,08,09,11,210,11,190,2024,03,13,02,5,5,1,1,06,03
2024,08,09,11,210,11,210,2022,11,03,03,5,5,1,1,06,05
2024,08,09,11,210,11,210,2023,06,03,03,5,5,1,1,05,07
2024,08,09,11,210,11,210,2024,02,03,13,5,5,1,1,06,05
2024,08,09,11,210,11,210,2024,08,05,05,4,5,1,1,05,05
2024,08,09,11,210,11,220,2024,08,02,02,5,6,1,1,04,04
2024,08,09,11,220,11,210,2024,07,03,13,5,5,1,1,04,04
2024,08,09,11,220,11,210,2024,08,03,02,5,5,1,1,06,05
2024,08,09,11,220,11,220,2021,11,02,02,6,5,1,1,05,05
2024,08,09,11,220,11,220,2023,05,02,02,6,5,1,1,05,04
2024,08,09,11,220,11,220,2024,02,02,13,5,6,1,1,05,05
2024,08,09,11,220,11,220,2024,04,99,03,6,5,1,1,04,05
2024,08,09,11,220,11,220,2024,05,03,03,5,5,1,1,05,05
2024,08,09,11,220,11,220,2024,07,03,03,5,5,1,1,04,04
2024,08,09,11,220,11,220,2024,07,05,05,6,5,1,1,06,06
2024,08,09,11,220,11,220,2024,08,02,05,6,6,1,1,06,06
2024,08,09,11,220,11,220,2024,08,99,99,9,9,1,1,05,05
2024,08,09,11,220,11,220,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,220,11,220,2024,10,03,03,5,5,1,1,06,04
2024,08,09,11,230,11,030,2024,08,99,99,9,9,1,1,07,06
2024,08,09,11,230,11,210,2021,07,03,02,5,4,1,1,03,04
2024,08,09,11,230,11,230,2023,03,13,03,6,5,1,1,05,04
2024,08,09,11,230,11,230,2024,07,03,02,6,5,1,1,05,05
2024,08,09,11,230,11,230,2024,08,01,02,6,5,3,1,07,06
2024,08,09,11,230,11,230,2024,08,03,02,5,6,1,1,07,06
2024,08,09,11,230,11,230,2024,08,03,03,6,5,1,1,05,05
2024,08,09,11,230,11,230,2024,08,99,99,9,9,1,1,05,04
2024,08,09,11,230,11,230,2024,08,99,99,9,9,1,1,06,07
2024,08,09,11,240,11,190,2024,08,02,13,5,5,1,1,05,06
2024,08,09,11,240,11,230,2024,02,02,03,5,6,1,1,07,06
2024,08,09,11,240,11,230,2024,08,99,99,5,5,1,1,06,05
2024,08,09,11,240,11,240,2022,12,03,03,5,5,1,1,07,05
2024,08,09,11,240,11,240,2023,04,02,02,6,6,1,1,06,05
2024,08,09,11,240,11,240,2024,01,03,03,5,6,1,1,06,05
2024,08,09,11,240,11,240,2024,04,03,03,5,5,1,1,05,04
2024,08,09,11,240,11,240,2024,08,02,02,5,5,1,1,06,05
2024,08,09,11,240,11,240,2024,08,03,03,5,5,1,1,06,06
2024,08,09,11,240,11,240,2024,08,99,03,9,9,1,1,05,05
2024,08,09,11,240,11,240,2024,08,99,99,9,9,1,1,06,05
2024,08,09,11,240,11,240,2024,12,05,05,5,5,1,1,05,05
2024,08,09,11,250,11,250,2023,10,05,05,4,5,1,1,05,05
2024,08,09,11,250,11,250,2024,01,02,02,6,6,1,3,07,06
2024,08,12,11,010,11,010,2023,08,03,03,6,5,1,1,05,05
2024,08,12,11,020,11,020,2021,04,03,03,5,5,1,1,05,04
2024,08,12,11,020,11,020,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,030,11,030,2024,08,02,03,5,6,1,1,06,06
2024,08,12,11,030,11,030,2024,08,05,03,5,5,1,1,06,05
2024,08,12,11,030,11,030,2024,08,99,99,3,9,3,3,12,12
2024,08,12,11,030,11,030,2024,08,99,99,9,9,1,1,06,04
2024,08,12,11,040,11,040,2023,02,02,02,5,5,1,1,06,05
2024,08,12,11,040,11,040,2024,05,03,02,6,6,1,1,05,04
2024,08,12,11,040,11,040,2024,06,03,03,5,5,1,1,06,05
2024,08,12,11,040,11,040,2024,08,02,02,6,5,1,1,09,09
2024,08,12,11,050,11,010,2024,08,99,99,9,9,1,1,05,04
2024,08,12,11,050,11,050,2024,03,02,03,6,6,1,1,06,05
2024,08,12,11,050,11,050,2024,07,02,02,5,5,1,1,05,05
2024,08,12,11,050,11,050,2024,08,02,02,6,6,1,1,04,04
2024,08,12,11,050,11,060,2024,08,99,99,9,9,1,2,11,10
2024,08,12,11,050,11,100,2024,08,07,02,4,5,1,1,04,05
2024,08,12,11,050,11,180,2024,08,99,99,9,9,3,1,10,09
2024,08,12,11,060,11,060,2024,08,99,99,9,9,1,1,05,04
2024,08,12,11,060,11,060,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,070,11,070,2024,08,02,03,5,5,1,1,05,04
2024,08,12,11,070,11,070,2024,08,02,03,6,6,1,1,07,07
2024,08,12,11,070,11,070,2024,08,05,05,4,5,1,1,05,05
2024,08,12,11,070,11,070,2024,08,13,13,4,4,3,3,11,10
2024,08,12,11,070,11,100,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,070,11,110,2024,08,02,02,4,5,1,1,05,05
2024,08,12,11,070,11,110,2024,08,03,03,5,6,1,1,05,06
2024,08,12,11,080,11,060,2024,08,99,99,9,9,1,1,06,05
2024,08,12,11,080,11,080,2019,05,01,03,5,5,3,1,06,05
2024,08,12,11,080,11,080,2023,11,03,03,4,5,1,1,05,05
2024,08,12,11,080,11,080,2024,08,99,99,9,9,1,1,04,04
2024,08,12,11,080,11,080,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,080,11,120,2024,02,03,03,5,5,1,1,06,05
2024,08,12,11,090,11,090,2020,10,03,05,5,4,1,1,04,03
2024,08,12,11,090,11,090,2024,08,99,99,5,4,1,1,04,04
2024,08,12,11,090,11,090,2024,08,99,99,9,9,1,1,05,04
2024,08,12,11,090,11,090,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,100,11,100,2024,08,05,03,5,5,1,1,05,05
2024,08,12,11,100,11,100,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,110,11,060,2024,08,99,99,9,9,1,1,06,05
2024,08,12,11,110,11,110,2021,01,05,02,4,5,1,1,05,07
2024,08,12,11,110,11,110,2023,09,05,05,5,5,1,1,06,05
2024,08,12,11,110,11,110,2023,11,03,03,5,5,1,1,05,04
2024,08,12,11,110,11,230,2024,08,03,02,6,6,1,1,06,06
2024,08,12,11,120,11,100,2024,08,99,99,9,9,1,1,03,03
2024,08,12,11,120,11,120,2024,08,99,99,9,9,3,3,12,12
2024,08,12,11,130,11,130,2020,05,03,99,5,6,1,1,04,04
2024,08,12,11,130,11,140,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,130,11,140,2024,09,02,03,4,5,1,1,04,04
2024,08,12,11,130,11,210,2024,08,02,02,4,5,3,3,08,08
2024,08,12,11,140,11,090,2024,08,99,99,9,9,1,1,06,05
2024,08,12,11,140,11,140,2021,07,01,03,6,5,1,1,06,04
2024,08,12,11,140,11,140,2023,04,02,02,5,5,1,1,06,04
2024,08,12,11,140,11,140,2024,07,02,02,5,4,1,1,05,05
2024,08,12,11,140,11,140,2024,08,02,05,5,5,1,1,05,04
2024,08,12,11,140,11,140,2024,08,03,03,5,5,1,1,04,04
2024,08,12,11,140,11,140,2024,08,03,03,5,5,1,1,06,04
2024,08,12,11,140,11,140,2024,08,03,13,5,5,1,1,04,04
2024,08,12,11,140,11,140,2024,08,99,03,9,5,1,1,04,04
2024,08,12,11,140,11,140,2024,08,99,99,9,9,1,1,06,06
2024,08,12,11,140,11,140,2024,08,99,99,9,9,1,1,06,06
2024,08,12,11,150,11,150,2022,05,03,03,5,5,1,1,05,06
2024,08,12,11,150,11,150,2024,03,03,03,5,5,1,1,06,05
2024,08,12,11,150,11,150,2024,08,03,05,5,5,1,1,05,05
2024,08,12,11,150,11,150,2024,08,99,99,9,9,1,1,06,06
2024,08,12,11,150,11,150,2024,08,99,99,9,9,1,1,06,06
2024,08,12,11,150,11,160,2024,11,05,05,4,6,1,1,04,05
2024,08,12,11,150,11,240,2023,09,05,02,5,5,1,1,06,06
2024,08,12,11,160,11,160,2023,02,03,03,5,5,1,1,05,05
2024,08,12,11,160,11,160,2024,08,05,05,4,4,1,1,04,05
2024,08,12,11,160,11,210,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,170,11,170,2024,08,13,13,5,4,3,3,12,12
2024,08,12,11,170,11,170,2024,08,99,99,9,9,1,1,05,05
2024,08,12,11,170,11,170,2024,08,99,99,9,9,1,1,05,06
2024,08,12,11,170,11,170,2024,08,99,99,9,9,1,1,07,06
2024,08,12,11,180,11,140,2024,01,03,03,5,5,1,1,05,05
2024,08,12,11,180,11,180,2024,08,02,02,5,5,1,1,04,05
2024,08,12,11,180,11,180,2024,08,03,99,6,9,3,1,09,07
2024,08,12,11,180,11,180,2024,08,99,99,9,9,1,1,03,04
2024,08,12,11,180,11,210,2024,05,05,03,4,5,1,1,05,05
2024,08,12,11,190,11,190,2023,07,05,03,6,5,1,1,05,05
2024,08,12,11,190,11,190,2023,08,03,03,5,5,1,1,05,05
2024,08,12,11,190,11,190,2024,01,03,03,5,5,1,3,07,05
2024,08,12,11,190,11,190,2024,05,02,02,5,5,1,1,05,05
2024,08,12,11,190,11,190,2024,07,02,02,5,5,1,1,04,04
2024,08,12,11,200,11,120,2023,06,02,03,5,5,1,1,06,05
2024,08,12,11,200,11,200,2023,05,07,02,4,4,1,1,06,06
2024,08,12,11,200,11,200,2023,11,02,03,4,5,1,1,04,04
2024,08,12,11,200,11,200,2024,08,02,02,6,5,1,1,05,06
2024,08,12,11,200,11,200,2024,08,03,03,5,5,1,1,05,05
2024,08,12,11,210,11,030,2024,07,03,03,5,5,1,1,06,06
